Species,AREA,Year,Escapement_Total,Sum of Escapement_Wild
Chinook,FRASER,1953,NA,0
Chinook,FRASER,1954,NA,0
Chinook,FRASER,1955,NA,0
Chinook,FRASER,1956,NA,0
Chinook,FRASER,1957,NA,0
Chinook,FRASER,1958,NA,0
Chinook,FRASER,1959,NA,0
Chinook,FRASER,1960,NA,0
Chinook,FRASER,1961,NA,0
Chinook,FRASER,1962,NA,0
Chinook,FRASER,1963,NA,0
Chinook,FRASER,1964,NA,0
Chinook,FRASER,1965,NA,0
Chinook,FRASER,1966,NA,0
Chinook,FRASER,1967,NA,0
Chinook,FRASER,1968,NA,0
Chinook,FRASER,1969,NA,0
Chinook,FRASER,1970,NA,0
Chinook,FRASER,1971,NA,0
Chinook,FRASER,1972,NA,0
Chinook,FRASER,1973,NA,0
Chinook,FRASER,1974,NA,0
Chinook,FRASER,1975,205,205
Chinook,FRASER,1975,300,99.76333333
Chinook,FRASER,1975,356,257.815556
Chinook,FRASER,1975,5606,2884.663225
Chinook,FRASER,1975,11686,10399.11171
Chinook,FRASER,1975,15000,13547.68048
Chinook,FRASER,1975,32421,26306.14557
Chinook,FRASER,1975,NA,0
Chinook,FRASER,1976,200,200
Chinook,FRASER,1976,250,83.13611111
Chinook,FRASER,1976,473,342.547073
Chinook,FRASER,1976,3931,2914.768213
Chinook,FRASER,1976,4445,2287.250809
Chinook,FRASER,1976,7080,6300.334667
Chinook,FRASER,1976,7500,6773.840242
Chinook,FRASER,1976,NA,0
Chinook,FRASER,1977,210,210
Chinook,FRASER,1977,756,251.4036
Chinook,FRASER,1977,891,645.263091
Chinook,FRASER,1977,3498,1799.955755
Chinook,FRASER,1977,7621,6784.5116
Chinook,FRASER,1977,16288,13011.64376
Chinook,FRASER,1977,25000,22579.46747
Chinook,FRASER,1977,NA,0
Chinook,FRASER,1978,400,533.0177778
Chinook,FRASER,1978,461,333.856661
Chinook,FRASER,1978,3974,2044.8897
Chinook,FRASER,1978,8136,7242.798656
Chinook,FRASER,1978,15000,13547.68048
Chinook,FRASER,1978,17737,14362.26675
Chinook,FRASER,1978,NA,0
Chinook,FRASER,1979,300,99.76333333
Chinook,FRASER,1979,470,340.37447
Chinook,FRASER,1979,775,775
Chinook,FRASER,1979,3017,1552.448974
Chinook,FRASER,1979,3759,3347.803622
Chinook,FRASER,1979,15000,13547.68048
Chinook,FRASER,1979,17171,13779.64451
Chinook,FRASER,1979,NA,0
Chinook,FRASER,1980,250,83.13611111
Chinook,FRASER,1980,340,246.22834
Chinook,FRASER,1980,500,500
Chinook,FRASER,1980,6180,3180.024747
Chinook,FRASER,1980,6441,4912.430143
Chinook,FRASER,1980,7560,6951.905089
Chinook,FRASER,1980,10000,9031.78699
Chinook,FRASER,1980,NA,0
Chinook,FRASER,1981,135,97.767135
Chinook,FRASER,1981,185,185
Chinook,FRASER,1981,250,83.13611111
Chinook,FRASER,1981,700,700
Chinook,FRASER,1981,3258,1676.459648
Chinook,FRASER,1981,6866,6419.784756
Chinook,FRASER,1981,8966,6999.076581
Chinook,FRASER,1981,20000,18063.57398
Chinook,FRASER,1981,NA,0
Chinook,FRASER,1982,320,320
Chinook,FRASER,1982,400,133.0177778
Chinook,FRASER,1982,846,612.674046
Chinook,FRASER,1982,3612,2574.559738
Chinook,FRASER,1982,4737,2437.504405
Chinook,FRASER,1982,7425,6782.436833
Chinook,FRASER,1982,22000,19869.93138
Chinook,FRASER,1982,NA,0
Chinook,FRASER,1983,250,83.13611111
Chinook,FRASER,1983,260,260
Chinook,FRASER,1983,640,463.48864
Chinook,FRASER,1983,2439,1253.633086
Chinook,FRASER,1983,5836,4571.354136
Chinook,FRASER,1983,6000,5419.072194
Chinook,FRASER,1983,7676,6953.377978
Chinook,FRASER,1983,NA,0
Chinook,FRASER,1984,45,45
Chinook,FRASER,1984,571,413.518771
Chinook,FRASER,1984,775,257.7219444
Chinook,FRASER,1984,5497,2792.887666
Chinook,FRASER,1984,6784,6268.077389
Chinook,FRASER,1984,8350,6460.868102
Chinook,FRASER,1984,122395,110544.5569
Chinook,FRASER,1984,NA,0
Chinook,FRASER,1985,218,157.875818
Chinook,FRASER,1985,450,450
Chinook,FRASER,1985,1250,415.6805556
Chinook,FRASER,1985,7590,7039.499011
Chinook,FRASER,1985,7790,7790
Chinook,FRASER,1985,8589,4804.348568
Chinook,FRASER,1985,11473,8947.391683
Chinook,FRASER,1985,175401,158418.447
Chinook,FRASER,1985,NA,0
Chinook,FRASER,1986,273,197.706873
Chinook,FRASER,1986,1499,1499
Chinook,FRASER,1986,2387,1051.28157
Chinook,FRASER,1986,4249,4249
Chinook,FRASER,1986,6070,6070
Chinook,FRASER,1986,10949,10038.94996
Chinook,FRASER,1986,11335,11335
Chinook,FRASER,1986,13303,7130.765221
Chinook,FRASER,1986,20285,16054.11327
Chinook,FRASER,1986,163312,147499.9197
Chinook,FRASER,1986,NA,0
Chinook,FRASER,1987,130,94.14613
Chinook,FRASER,1987,1542,1542
Chinook,FRASER,1987,1982,849.3969269
Chinook,FRASER,1987,3516,3516
Chinook,FRASER,1987,6593,3541.325442
Chinook,FRASER,1987,12868,11805.5408
Chinook,FRASER,1987,17386,17258.14651
Chinook,FRASER,1987,17797,13598.52535
Chinook,FRASER,1987,79956,72214.55606
Chinook,FRASER,1987,NA,0
Chinook,FRASER,1988,147,106.457547
Chinook,FRASER,1988,1600,1600
Chinook,FRASER,1988,1857,1857
Chinook,FRASER,1988,2556,1155.821404
Chinook,FRASER,1988,6352,3564.172835
Chinook,FRASER,1988,6740,6740
Chinook,FRASER,1988,7441,7352.152661
Chinook,FRASER,1988,13457,12503.12131
Chinook,FRASER,1988,24166,18917.84529
Chinook,FRASER,1988,35572,32127.87268
Chinook,FRASER,1988,NA,0
Chinook,FRASER,1989,303,219.432903
Chinook,FRASER,1989,605,546.4907769
Chinook,FRASER,1989,1141,1141
Chinook,FRASER,1989,2924,1401.523258
Chinook,FRASER,1989,3303,3303
Chinook,FRASER,1989,6342,5966.042733
Chinook,FRASER,1989,8539,4539.873731
Chinook,FRASER,1989,19331,14854.21202
Chinook,FRASER,1989,76032,68670.48284
Chinook,FRASER,1989,NA,0
Chinook,FRASER,1990,441,319.372641
Chinook,FRASER,1990,1397,1397
Chinook,FRASER,1990,2066,1855.366797
Chinook,FRASER,1990,2700,2138.67
Chinook,FRASER,1990,2811,1249.344986
Chinook,FRASER,1990,5082,2747.784604
Chinook,FRASER,1990,10004,9191.738489
Chinook,FRASER,1990,24225,17836.63511
Chinook,FRASER,1990,178839,161523.5753
Chinook,FRASER,1990,NA,0
Chinook,FRASER,1991,273,197.706873
Chinook,FRASER,1991,1007,718.7879008
Chinook,FRASER,1991,1687,744.9296074
Chinook,FRASER,1991,2488,2488
Chinook,FRASER,1991,2890,2890
Chinook,FRASER,1991,3338,2685.194
Chinook,FRASER,1991,7168,3734.426233
Chinook,FRASER,1991,15363,14026.82196
Chinook,FRASER,1991,20175,14045.0658
Chinook,FRASER,1991,92050,83137.59924
Chinook,FRASER,1991,NA,0
Chinook,FRASER,1992,788,570.670388
Chinook,FRASER,1992,906,665.028681
Chinook,FRASER,1992,1245,1245
Chinook,FRASER,1992,1805,679.7086744
Chinook,FRASER,1992,3397,2877.25
Chinook,FRASER,1992,9805,5110.465548
Chinook,FRASER,1992,17859,16229.58743
Chinook,FRASER,1992,25051,18242.60366
Chinook,FRASER,1992,132363,119547.4421
Chinook,FRASER,1992,NA,0
Chinook,FRASER,1993,263,190.464863
Chinook,FRASER,1993,828,516.8176132
Chinook,FRASER,1993,885,885
Chinook,FRASER,1993,3100,2455.51
Chinook,FRASER,1993,3148,1508.082559
Chinook,FRASER,1993,10969,6049.11124
Chinook,FRASER,1993,11799,8353.745819
Chinook,FRASER,1993,12689,11463.55731
Chinook,FRASER,1993,120487,108821.2919
Chinook,FRASER,1993,NA,0
Chinook,FRASER,1994,379,274.472179
Chinook,FRASER,1994,1028,1028
Chinook,FRASER,1994,1200,399.0533333
Chinook,FRASER,1994,1841,1841
Chinook,FRASER,1994,3777,3777
Chinook,FRASER,1994,9099,8255.432789
Chinook,FRASER,1994,14691,14375.4836
Chinook,FRASER,1994,16465,8677.704163
Chinook,FRASER,1994,29524,22287.14483
Chinook,FRASER,1994,99659,90009.88596
Chinook,FRASER,1994,NA,0
Chinook,FRASER,1995,10,10
Chinook,FRASER,1995,183,132.528783
Chinook,FRASER,1995,330,330
Chinook,FRASER,1995,1528,703.3736333
Chinook,FRASER,1995,5100,5100
Chinook,FRASER,1995,8718.345821,7994.853821
Chinook,FRASER,1995,16106,14584.84393
Chinook,FRASER,1995,18542,13686.64257
Chinook,FRASER,1995,18560,10002.71715
Chinook,FRASER,1995,28830,26038.64189
Chinook,FRASER,1995,30019.42353,29726.44402
Chinook,FRASER,1995,NA,0
Chinook,FRASER,1996,10,10
Chinook,FRASER,1996,100,100
Chinook,FRASER,1996,300,300
Chinook,FRASER,1996,344,249.125144
Chinook,FRASER,1996,535,535
Chinook,FRASER,1996,1612,732.2505827
Chinook,FRASER,1996,8217,8217
Chinook,FRASER,1996,10151.32895,9676.277452
Chinook,FRASER,1996,21094.08223,20816.70517
Chinook,FRASER,1996,23362,21085.48293
Chinook,FRASER,1996,28025,15019.56893
Chinook,FRASER,1996,35119,26484.44153
Chinook,FRASER,1996,38600,34862.69778
Chinook,FRASER,1996,NA,0
Chinook,FRASER,1997,5,5
Chinook,FRASER,1997,32,32
Chinook,FRASER,1997,48,48
Chinook,FRASER,1997,100,100
Chinook,FRASER,1997,634,459.143434
Chinook,FRASER,1997,725,725
Chinook,FRASER,1997,1302,524.2290194
Chinook,FRASER,1997,9821.997593,9821.997593
Chinook,FRASER,1997,10742.09148,9962.882284
Chinook,FRASER,1997,22293,11503.84817
Chinook,FRASER,1997,22682,20474.67899
Chinook,FRASER,1997,23369.50394,23081.29184
Chinook,FRASER,1997,24116,17959.74872
Chinook,FRASER,1997,37328.77684,37328.77684
Chinook,FRASER,1997,71955,64988.22329
Chinook,FRASER,1997,NA,0
Chinook,FRASER,1998,10,10
Chinook,FRASER,1998,18,18
Chinook,FRASER,1998,167,167
Chinook,FRASER,1998,176,176
Chinook,FRASER,1998,347,197.2169145
Chinook,FRASER,1998,636,460.591836
Chinook,FRASER,1998,742,742
Chinook,FRASER,1998,5401,3053.77451
Chinook,FRASER,1998,6419.152184,6151.376984
Chinook,FRASER,1998,8069.424417,8069.424417
Chinook,FRASER,1998,22561,20485.6433
Chinook,FRASER,1998,24505.46174,24298.29574
Chinook,FRASER,1998,30739,23112.88863
Chinook,FRASER,1998,54060.17123,54060.17123
Chinook,FRASER,1998,189350,171016.8867
Chinook,FRASER,1998,NA,0
Chinook,FRASER,1999,166,120.217366
Chinook,FRASER,1999,200,200
Chinook,FRASER,1999,220,220
Chinook,FRASER,1999,388.7202575,388.7202575
Chinook,FRASER,1999,535,535
Chinook,FRASER,1999,1078.143869,479.9263025
Chinook,FRASER,1999,5034.932194,5034.932194
Chinook,FRASER,1999,6121.047454,5518.761154
Chinook,FRASER,1999,11269,5900.142452
Chinook,FRASER,1999,13341.80912,12198.17356
Chinook,FRASER,1999,13747.84561,13584.88659
Chinook,FRASER,1999,27882,27882
Chinook,FRASER,1999,42948,34156.84023
Chinook,FRASER,1999,108038,97577.62028
Chinook,FRASER,1999,NA,0
Chinook,FRASER,2000,40,40
Chinook,FRASER,2000,46,46
Chinook,FRASER,2000,282,282
Chinook,FRASER,2000,391,391
Chinook,FRASER,2000,446,322.993646
Chinook,FRASER,2000,1557.892098,650.2509139
Chinook,FRASER,2000,1746,1746
Chinook,FRASER,2000,5936,5936
Chinook,FRASER,2000,6008,5391.5765
Chinook,FRASER,2000,15712.34311,14540.33763
Chinook,FRASER,2000,16311,8656.10218
Chinook,FRASER,2000,16554,16436.54815
Chinook,FRASER,2000,25074,25074
Chinook,FRASER,2000,30538,23822.97963
Chinook,FRASER,2000,127241,114921.3608
Chinook,FRASER,2000,NA,0
Chinook,FRASER,2001,97,97
Chinook,FRASER,2001,248,248
Chinook,FRASER,2001,386,386
Chinook,FRASER,2001,422,422
Chinook,FRASER,2001,703,509.113303
Chinook,FRASER,2001,1209,1209
Chinook,FRASER,2001,3946.669529,1728.736672
Chinook,FRASER,2001,5324.270646,4997.036046
Chinook,FRASER,2001,5939,5939
Chinook,FRASER,2001,17948,9345.716118
Chinook,FRASER,2001,21164.61187,20997.75224
Chinook,FRASER,2001,23397.63012,21977.87486
Chinook,FRASER,2001,38891,30605.82707
Chinook,FRASER,2001,59419,59419
Chinook,FRASER,2001,115009,103873.679
Chinook,FRASER,2001,NA,0
Chinook,FRASER,2002,169,169
Chinook,FRASER,2002,239,239
Chinook,FRASER,2002,276,276
Chinook,FRASER,2002,445,445
Chinook,FRASER,2002,512,370.790912
Chinook,FRASER,2002,1115,1115
Chinook,FRASER,2002,1130,1130
Chinook,FRASER,2002,2599.925885,1165.767902
Chinook,FRASER,2002,6819,6819
Chinook,FRASER,2002,7134,6699.0732
Chinook,FRASER,2002,23484.70944,21767.21303
Chinook,FRASER,2002,26202,13876.93042
Chinook,FRASER,2002,31531.24792,31282.47537
Chinook,FRASER,2002,59758,46486.46967
Chinook,FRASER,2002,77579,77579
Chinook,FRASER,2002,84537,76352.01768
Chinook,FRASER,2002,NA,0
Chinook,FRASER,2003,89,89
Chinook,FRASER,2003,158,158
Chinook,FRASER,2003,180,180
Chinook,FRASER,2003,202,202
Chinook,FRASER,2003,374,374
Chinook,FRASER,2003,480,347.61648
Chinook,FRASER,2003,805,805
Chinook,FRASER,2003,1865,749.7132457
Chinook,FRASER,2003,7605,7605
Chinook,FRASER,2003,11262.9182,10541.921
Chinook,FRASER,2003,26619,13887.60016
Chinook,FRASER,2003,33567.07379,30705.63661
Chinook,FRASER,2003,37634,28662.27487
Chinook,FRASER,2003,37833,37614.13217
Chinook,FRASER,2003,49971.94674,49971.94674
Chinook,FRASER,2003,247915,223911.5472
Chinook,FRASER,2003,NA,0
Chinook,FRASER,2004,54,54
Chinook,FRASER,2004,103,103
Chinook,FRASER,2004,157,157
Chinook,FRASER,2004,202,146.288602
Chinook,FRASER,2004,690,690
Chinook,FRASER,2004,1359.802506,586.4436937
Chinook,FRASER,2004,1543,1543
Chinook,FRASER,2004,5594.678706,5373.265206
Chinook,FRASER,2004,6173,6173
Chinook,FRASER,2004,22545,11567.0756
Chinook,FRASER,2004,23431,15850.46549
Chinook,FRASER,2004,25247,23147.52132
Chinook,FRASER,2004,26516.4963,26390.80983
Chinook,FRASER,2004,47686,47686
Chinook,FRASER,2004,140440,126842.4165
Chinook,FRASER,2004,NA,0
Chinook,FRASER,2005,83,83
Chinook,FRASER,2005,134,134
Chinook,FRASER,2005,161,161
Chinook,FRASER,2005,188,188
Chinook,FRASER,2005,298.8822172,298.8822172
Chinook,FRASER,2005,492,492
Chinook,FRASER,2005,830.5318798,382.5998783
Chinook,FRASER,2005,1491,1079.783691
Chinook,FRASER,2005,3985,3985
Chinook,FRASER,2005,4005,3714.9795
Chinook,FRASER,2005,8000,4096.555162
Chinook,FRASER,2005,15178,14039.04023
Chinook,FRASER,2005,15695.56825,15585.91763
Chinook,FRASER,2005,20087,15542.9807
Chinook,FRASER,2005,86526.36848,86526.36848
Chinook,FRASER,2005,88756,80162.52861
Chinook,FRASER,2005,NA,0
Chinook,FRASER,2006,209,209
Chinook,FRASER,2006,211,211
Chinook,FRASER,2006,245,245
Chinook,FRASER,2006,254,254
Chinook,FRASER,2006,274,274
Chinook,FRASER,2006,321,321
Chinook,FRASER,2006,1175.125231,560.620233
Chinook,FRASER,2006,1259,911.769059
Chinook,FRASER,2006,3998.507304,3728.861004
Chinook,FRASER,2006,4639,4639
Chinook,FRASER,2006,11943,6440.595152
Chinook,FRASER,2006,16321,15505.10452
Chinook,FRASER,2006,16521,16413.51639
Chinook,FRASER,2006,60618,54748.88637
Chinook,FRASER,2006,64679,50458.27924
Chinook,FRASER,2006,138967,138967
Chinook,FRASER,2006,NA,0
Chinook,FRASER,2007,5,5
Chinook,FRASER,2007,51,51
Chinook,FRASER,2007,62,62
Chinook,FRASER,2007,103,103
Chinook,FRASER,2007,250,250
Chinook,FRASER,2007,631.410572,288.4812874
Chinook,FRASER,2007,713,713
Chinook,FRASER,2007,1397,1347.7277
Chinook,FRASER,2007,1968,1425.227568
Chinook,FRASER,2007,2112,2112
Chinook,FRASER,2007,2715,1439.476422
Chinook,FRASER,2007,8188,8109.554301
Chinook,FRASER,2007,8592,7949.587578
Chinook,FRASER,2007,17505,13763.02332
Chinook,FRASER,2007,76655,69233.16317
Chinook,FRASER,2007,78038,78038
Chinook,FRASER,2007,NA,0
Chinook,FRASER,2008,20,20
Chinook,FRASER,2008,77,77
Chinook,FRASER,2008,198,198
Chinook,FRASER,2008,217,217
Chinook,FRASER,2008,234,169.463034
Chinook,FRASER,2008,238,238
Chinook,FRASER,2008,628,628
Chinook,FRASER,2008,1249,565.3435799
Chinook,FRASER,2008,3911,3911
Chinook,FRASER,2008,4071,3651.2499
Chinook,FRASER,2008,11784,11686.05123
Chinook,FRASER,2008,11802,6229.727639
Chinook,FRASER,2008,12333,11635.83802
Chinook,FRASER,2008,17055,13078.50426
Chinook,FRASER,2008,41781,37735.70922
Chinook,FRASER,2008,106279,106279
Chinook,FRASER,2008,NA,0
Chinook,FRASER,2009,17,17
Chinook,FRASER,2009,28,28
Chinook,FRASER,2009,38,38
Chinook,FRASER,2009,74,74
Chinook,FRASER,2009,105,105
Chinook,FRASER,2009,154,154
Chinook,FRASER,2009,594,594
Chinook,FRASER,2009,631,456.970831
Chinook,FRASER,2009,914,390.162108
Chinook,FRASER,2009,2397,1225.252482
Chinook,FRASER,2009,2976,2771.0106
Chinook,FRASER,2009,6442,6442
Chinook,FRASER,2009,14322,13193.68073
Chinook,FRASER,2009,23725.29689,23482.02989
Chinook,FRASER,2009,27236,21479.45373
Chinook,FRASER,2009,67966.1534,67966.1534
Chinook,FRASER,2009,70271,63467.27036
Chinook,FRASER,2010,2,2
Chinook,FRASER,2010,32,32
Chinook,FRASER,2010,85,85
Chinook,FRASER,2010,123,123
Chinook,FRASER,2010,184,184
Chinook,FRASER,2010,224,224
Chinook,FRASER,2010,617,617
Chinook,FRASER,2010,1402,1402
Chinook,FRASER,2010,1520,1100.78552
Chinook,FRASER,2010,2383,977.6761031
Chinook,FRASER,2010,4267,3914.6095
Chinook,FRASER,2010,9741,5272.603389
Chinook,FRASER,2010,10445.22558,10338.1256
Chinook,FRASER,2010,16965,16054.88477
Chinook,FRASER,2010,76736,60488.9914
Chinook,FRASER,2010,103875,93817.68736
Chinook,FRASER,2010,110694,110694
Chinook,FRASER,2011,8,8
Chinook,FRASER,2011,11,11
Chinook,FRASER,2011,63,63
Chinook,FRASER,2011,65,65
Chinook,FRASER,2011,178,178
Chinook,FRASER,2011,319,319
Chinook,FRASER,2011,623,263.5565648
Chinook,FRASER,2011,941,681.473141
Chinook,FRASER,2011,1412,1412
Chinook,FRASER,2011,1509,1509
Chinook,FRASER,2011,2433,2276.2434
Chinook,FRASER,2011,5218,2762.601914
Chinook,FRASER,2011,8159.159318,8075.499491
Chinook,FRASER,2011,17093,16134.05002
Chinook,FRASER,2011,20322,16157.27756
Chinook,FRASER,2011,119027,119027
Chinook,FRASER,2011,123860,111867.7137
Chinook,FRASER,2012,19,19
Chinook,FRASER,2012,37,37
Chinook,FRASER,2012,65,65
Chinook,FRASER,2012,103,206
Chinook,FRASER,2012,196,196
Chinook,FRASER,2012,328,328
Chinook,FRASER,2012,624,451.901424
Chinook,FRASER,2012,776,347.9239694
Chinook,FRASER,2012,2414,2414
Chinook,FRASER,2012,2468.870266,2302.134466
Chinook,FRASER,2012,4553,3557.957471
Chinook,FRASER,2012,7745,7179.377389
Chinook,FRASER,2012,7854.830853,7774.291454
Chinook,FRASER,2012,11569,6163.725942
Chinook,FRASER,2012,44673,40347.70202
Chinook,FRASER,2012,48157,48157
Chinook,FRASER,2013,34,68
Chinook,FRASER,2013,159,159
Chinook,FRASER,2013,187,187
Chinook,FRASER,2013,224,162.221024
Chinook,FRASER,2013,1043,1043
Chinook,FRASER,2013,1661,748.7214336
Chinook,FRASER,2013,2479,2479
Chinook,FRASER,2013,3567.482451,3521.120751
Chinook,FRASER,2013,7072,3644.026586
Chinook,FRASER,2013,8531,7833.396489
Chinook,FRASER,2013,13220.63176,13085.0742
Chinook,FRASER,2013,31437,24620.20628
Chinook,FRASER,2013,43143,38965.83861
Chinook,FRASER,2013,101273.8397,101273.8397
Chinook,FRASER,2013,NA,0
Chinook,FRASER,2014,2,2
Chinook,FRASER,2014,75,75
Chinook,FRASER,2014,77,77
Chinook,FRASER,2014,85,85
Chinook,FRASER,2014,142,142
Chinook,FRASER,2014,346,346
Chinook,FRASER,2014,383,277.368983
Chinook,FRASER,2014,1704,783.1480336
Chinook,FRASER,2014,3220,3220
Chinook,FRASER,2014,11337.95842,11256.46162
Chinook,FRASER,2014,20718,19079.95187
Chinook,FRASER,2014,22720.52586,22487.56126
Chinook,FRASER,2014,24851,12966.41073
Chinook,FRASER,2014,42273,42273
Chinook,FRASER,2014,44907,40559.04584
Chinook,FRASER,2014,46488,37121.71462
Chinook,FRASER,2014,NA,0
Chinook,FRASER,2015,6,6
Chinook,FRASER,2015,83,83
Chinook,FRASER,2015,93.70361405,93.70361405
Chinook,FRASER,2015,94,94
Chinook,FRASER,2015,144,144
Chinook,FRASER,2015,460,333.13246
Chinook,FRASER,2015,1095,442.2717503
Chinook,FRASER,2015,1238,1238
Chinook,FRASER,2015,5587,5587
Chinook,FRASER,2015,6553.582541,6508.884041
Chinook,FRASER,2015,11360,5748.509288
Chinook,FRASER,2015,17381.08002,17202.86336
Chinook,FRASER,2015,23804,22240.44152
Chinook,FRASER,2015,44226,34678.56712
Chinook,FRASER,2015,101759,91906.56123
Chinook,FRASER,2015,147925,147925
Chinook,FRASER,2015,NA,0
Chinook,FRASER,2016,7.937693839,7.937693839
Chinook,FRASER,2016,12,12
Chinook,FRASER,2016,17,17
Chinook,FRASER,2016,48,48
Chinook,FRASER,2016,49,49
Chinook,FRASER,2016,105,105
Chinook,FRASER,2016,206,206
Chinook,FRASER,2016,238,172.359838
Chinook,FRASER,2016,381,157.2301506
Chinook,FRASER,2016,804,804
Chinook,FRASER,2016,2517.987051,2494.078551
Chinook,FRASER,2016,7320,5711.418714
Chinook,FRASER,2016,8524,7971.280022
Chinook,FRASER,2016,8985.422311,4644.220516
Chinook,FRASER,2016,12675.34949,12545.38297
Chinook,FRASER,2016,41526,37505.39865
Chinook,FRASER,2016,99780.68859,99780.68859
Chinook,FRASER,2017,8,8
Chinook,FRASER,2017,14,14
Chinook,FRASER,2017,20,20
Chinook,FRASER,2017,71,71
Chinook,FRASER,2017,74,74
Chinook,FRASER,2017,92,92
Chinook,FRASER,2017,105,105
Chinook,FRASER,2017,320,231.74432
Chinook,FRASER,2017,1141,445.3626821
Chinook,FRASER,2017,1453,1453
Chinook,FRASER,2017,1487.673721,1468.131121
Chinook,FRASER,2017,4953,4502.100256
Chinook,FRASER,2017,5362.925807,2739.737496
Chinook,FRASER,2017,6798.706256,6728.995816
Chinook,FRASER,2017,14621,11571.74424
Chinook,FRASER,2017,30049,27139.61673
Chinook,FRASER,2017,81234.36328,81234.36328
Chinook,FRASER,2018,0,0
Chinook,FRASER,2018,3.93244049,3.93244049
Chinook,FRASER,2018,11,11
Chinook,FRASER,2018,29,20
Chinook,FRASER,2018,35,35
Chinook,FRASER,2018,61,61
Chinook,FRASER,2018,144,104.284944
Chinook,FRASER,2018,175,175
Chinook,FRASER,2018,674,674
Chinook,FRASER,2018,922,388.5465123
Chinook,FRASER,2018,1357.243901,1344.146201
Chinook,FRASER,2018,3535.953308,1854.320769
Chinook,FRASER,2018,4691,4396.993844
Chinook,FRASER,2018,7368.200407,7292.650666
Chinook,FRASER,2018,19607,14942.83712
Chinook,FRASER,2018,37005,37005
Chinook,FRASER,2018,46336,41849.6882
Chinook,FRASER,2019,0,0
Chinook,FRASER,2019,18,18
Chinook,FRASER,2019,43,31
Chinook,FRASER,2019,80,84
Chinook,FRASER,2019,178,128.907778
Chinook,FRASER,2019,191,228
Chinook,FRASER,2019,302,345
Chinook,FRASER,2019,424,424
Chinook,FRASER,2019,788.8645157,785.7460157
Chinook,FRASER,2019,1015,1015
Chinook,FRASER,2019,1228,530.9990114
Chinook,FRASER,2019,1977.646078,1957.368312
Chinook,FRASER,2019,4160.090425,3868.75678
Chinook,FRASER,2019,6113,3264.522351
Chinook,FRASER,2019,32073,25272.10728
Chinook,FRASER,2019,45432,41033.21465
Chinook,FRASER,2019,158837.7073,158837.7073
Chinook,FRASER,2020,0,
Chinook,FRASER,2020,25,
Chinook,FRASER,2020,26,
Chinook,FRASER,2020,46,
Chinook,FRASER,2020,71,
Chinook,FRASER,2020,191,
Chinook,FRASER,2020,473,
Chinook,FRASER,2020,1069,
Chinook,FRASER,2020,2090,
Chinook,FRASER,2020,5101,
Chinook,FRASER,2020,5309,
Chinook,FRASER,2020,8463,
Chinook,FRASER,2020,8994,
Chinook,FRASER,2020,11670,
Chinook,FRASER,2020,27582,
Chinook,FRASER,2020,43087,
Chinook,FRASER,2020,119896,
Chinook,FRASER,2021,0,
Chinook,FRASER,2021,12,
Chinook,FRASER,2021,30,
Chinook,FRASER,2021,32,
Chinook,FRASER,2021,60,
Chinook,FRASER,2021,86,
Chinook,FRASER,2021,134,
Chinook,FRASER,2021,281,
Chinook,FRASER,2021,3080,
Chinook,FRASER,2021,3466,
Chinook,FRASER,2021,3961,
Chinook,FRASER,2021,6315,
Chinook,FRASER,2021,9915,
Chinook,FRASER,2021,12220,
Chinook,FRASER,2021,31430,
Chinook,FRASER,2021,36449,
Chinook,FRASER,2021,144228,
Chinook,FRASER,2022,(blank),
Chinook,SOUTH COAST,1953,750,
Chinook,SOUTH COAST,1954,750,
Chinook,SOUTH COAST,1955,1500,
Chinook,SOUTH COAST,1956,1500,
Chinook,SOUTH COAST,1957,1500,
Chinook,SOUTH COAST,1958,750,
Chinook,SOUTH COAST,1959,3500,
Chinook,SOUTH COAST,1960,1500,
Chinook,SOUTH COAST,1961,1500,
Chinook,SOUTH COAST,1962,750,
Chinook,SOUTH COAST,1963,750,
Chinook,SOUTH COAST,1964,400,
Chinook,SOUTH COAST,1965,1500,
Chinook,SOUTH COAST,1966,1500,
Chinook,SOUTH COAST,1967,876,
Chinook,SOUTH COAST,1968,829,
Chinook,SOUTH COAST,1969,939,
Chinook,SOUTH COAST,1970,1660,
Chinook,SOUTH COAST,1971,750,
Chinook,SOUTH COAST,1972,750,
Chinook,SOUTH COAST,1973,316,
Chinook,SOUTH COAST,1973,500,
Chinook,SOUTH COAST,1974,176,
Chinook,SOUTH COAST,1974,225,
Chinook,SOUTH COAST,1975,400,
Chinook,SOUTH COAST,1975,602,
Chinook,SOUTH COAST,1975,20948.93313,
Chinook,SOUTH COAST,1976,327,
Chinook,SOUTH COAST,1976,447,
Chinook,SOUTH COAST,1976,22297.58054,
Chinook,SOUTH COAST,1977,650,
Chinook,SOUTH COAST,1977,763,
Chinook,SOUTH COAST,1977,23570.16617,
Chinook,SOUTH COAST,1978,300,
Chinook,SOUTH COAST,1978,1053,
Chinook,SOUTH COAST,1978,17572.45279,
Chinook,SOUTH COAST,1979,200,
Chinook,SOUTH COAST,1979,3334,
Chinook,SOUTH COAST,1979,4374,
Chinook,SOUTH COAST,1979,8858.464244,
Chinook,SOUTH COAST,1980,350,
Chinook,SOUTH COAST,1980,3245,
Chinook,SOUTH COAST,1980,5775.825831,
Chinook,SOUTH COAST,1980,7678,
Chinook,SOUTH COAST,1981,300,
Chinook,SOUTH COAST,1981,2077,
