Species,AREA,Year,Escapement_Total,Sum of Escapement_Wild
Sockeye,FRASER,1986,169502.3059,169502.3059
Sockeye,FRASER,1986,276193.7101,276193.7101
Sockeye,FRASER,1986,331736.692,331736.692
Sockeye,FRASER,1986,2318244.846,2318244.846
Sockeye,FRASER,1986,NA,0
Sockeye,FRASER,1987,493.5612,493.5612
Sockeye,FRASER,1987,1387.4632,1387.4632
Sockeye,FRASER,1987,1524.5258,1524.5258
Sockeye,FRASER,1987,3504.2223,3504.2223
Sockeye,FRASER,1987,5315.2722,5315.2722
Sockeye,FRASER,1987,6728.612,6728.612
Sockeye,FRASER,1987,6836.9688,6836.9688
Sockeye,FRASER,1987,11071,11071
Sockeye,FRASER,1987,13225.5796,13225.5796
Sockeye,FRASER,1987,13240.1633,13240.1633
Sockeye,FRASER,1987,16282.0437,16282.0437
Sockeye,FRASER,1987,17753.7538,17753.7538
Sockeye,FRASER,1987,32340.9016,32340.9016
Sockeye,FRASER,1987,56440.1632,56440.1632
Sockeye,FRASER,1987,81760.6169,81760.6169
Sockeye,FRASER,1987,135216.5766,135216.5766
Sockeye,FRASER,1987,157529.7044,157529.7044
Sockeye,FRASER,1987,183960.5775,183960.5775
Sockeye,FRASER,1987,400877.5385,400877.5385
Sockeye,FRASER,1987,594054.1628,594054.1628
Sockeye,FRASER,1987,NA,0
Sockeye,FRASER,1988,249.8554,249.8554
Sockeye,FRASER,1988,1050,1050
Sockeye,FRASER,1988,2108.6808,2108.6808
Sockeye,FRASER,1988,5007,5007
Sockeye,FRASER,1988,6078.578,6078.578
Sockeye,FRASER,1988,7074.6866,7074.6866
Sockeye,FRASER,1988,8790.732,8790.732
Sockeye,FRASER,1988,11138,11138
Sockeye,FRASER,1988,12464.334,12464.334
Sockeye,FRASER,1988,16348.9686,16348.9686
Sockeye,FRASER,1988,17496.3135,17496.3135
Sockeye,FRASER,1988,19013.2878,19013.2878
Sockeye,FRASER,1988,22459.7852,22459.7852
Sockeye,FRASER,1988,31994.3572,31994.3572
Sockeye,FRASER,1988,34690.5174,34690.5174
Sockeye,FRASER,1988,47579.7483,47579.7483
Sockeye,FRASER,1988,141069.2588,141069.2588
Sockeye,FRASER,1988,173944.986,173944.986
Sockeye,FRASER,1988,333468.9438,333468.9438
Sockeye,FRASER,1988,355839.7741,355839.7741
Sockeye,FRASER,1988,NA,0
Sockeye,FRASER,1989,65,130
Sockeye,FRASER,1989,391,391
Sockeye,FRASER,1989,565,565
Sockeye,FRASER,1989,1634.9769,1634.9769
Sockeye,FRASER,1989,2534,2534
Sockeye,FRASER,1989,3622.8396,3622.8396
Sockeye,FRASER,1989,3946.5248,3946.5248
Sockeye,FRASER,1989,4940,4940
Sockeye,FRASER,1989,7814.68,7814.68
Sockeye,FRASER,1989,12743,12743
Sockeye,FRASER,1989,13495.1355,13495.1355
Sockeye,FRASER,1989,15072.4537,15072.4537
Sockeye,FRASER,1989,16775.5924,16775.5924
Sockeye,FRASER,1989,29023.0596,29023.0596
Sockeye,FRASER,1989,38804.9673,38804.9673
Sockeye,FRASER,1989,62298.1158,62298.1158
Sockeye,FRASER,1989,365822.0339,365822.0339
Sockeye,FRASER,1989,572040.4323,572040.4323
Sockeye,FRASER,1989,1838421.565,1838421.565
Sockeye,FRASER,1989,NA,0
Sockeye,FRASER,1990,0,0
Sockeye,FRASER,1990,630,630
Sockeye,FRASER,1990,1373,1373
Sockeye,FRASER,1990,4515,4515
Sockeye,FRASER,1990,4918.2313,4918.2313
Sockeye,FRASER,1990,5996.802,5996.802
Sockeye,FRASER,1990,7039.644,7039.644
Sockeye,FRASER,1990,7513.374,7513.374
Sockeye,FRASER,1990,11338.8858,11338.8858
Sockeye,FRASER,1990,11942.0974,11942.0974
Sockeye,FRASER,1990,16151.4068,16151.4068
Sockeye,FRASER,1990,18029.7888,18029.7888
Sockeye,FRASER,1990,93356.48,93356.48
Sockeye,FRASER,1990,93458.675,93458.675
Sockeye,FRASER,1990,166155.9399,166155.9399
Sockeye,FRASER,1990,188806.6289,188806.6289
Sockeye,FRASER,1990,348904.7335,348904.7335
Sockeye,FRASER,1990,481524.9885,481524.9885
Sockeye,FRASER,1990,807878.9824,807878.9824
Sockeye,FRASER,1990,3674665.865,3674665.865
Sockeye,FRASER,1990,NA,0
Sockeye,FRASER,1991,464,464
Sockeye,FRASER,1991,634,634
Sockeye,FRASER,1991,2078,2078
Sockeye,FRASER,1991,2755,2755
Sockeye,FRASER,1991,4919,4919
Sockeye,FRASER,1991,7567.2104,7567.2104
Sockeye,FRASER,1991,11885.4633,11885.4633
Sockeye,FRASER,1991,14767.5,14767.5
Sockeye,FRASER,1991,20484.1164,20484.1164
Sockeye,FRASER,1991,22500,22500
Sockeye,FRASER,1991,37668.7014,37668.7014
Sockeye,FRASER,1991,45431.14,45431.14
Sockeye,FRASER,1991,60762.5226,60762.5226
Sockeye,FRASER,1991,76860,76860
Sockeye,FRASER,1991,94400.0916,94400.0916
Sockeye,FRASER,1991,136827.9162,136827.9162
Sockeye,FRASER,1991,138499.1873,138499.1873
Sockeye,FRASER,1991,288634.358,288634.358
Sockeye,FRASER,1991,1004396.97,1004396.97
Sockeye,FRASER,1991,1242772.148,1242772.148
Sockeye,FRASER,1991,NA,0
Sockeye,FRASER,1992,92,92
Sockeye,FRASER,1992,313,313
Sockeye,FRASER,1992,970,970
Sockeye,FRASER,1992,2560,2560
Sockeye,FRASER,1992,2704.3764,2704.3764
Sockeye,FRASER,1992,3228,3228
Sockeye,FRASER,1992,4080.776,4080.776
Sockeye,FRASER,1992,4503.1056,4503.1056
Sockeye,FRASER,1992,5862,5862
Sockeye,FRASER,1992,7875.7932,7875.7932
Sockeye,FRASER,1992,8224.4696,8224.4696
Sockeye,FRASER,1992,8636.9469,8636.9469
Sockeye,FRASER,1992,9201.6738,9201.6738
Sockeye,FRASER,1992,12716.244,12716.244
Sockeye,FRASER,1992,15947.895,15947.895
Sockeye,FRASER,1992,19513,19513
Sockeye,FRASER,1992,54503.1414,54503.1414
Sockeye,FRASER,1992,58462.4067,58462.4067
Sockeye,FRASER,1992,97430.3176,97430.3176
Sockeye,FRASER,1992,183937.3752,183937.3752
Sockeye,FRASER,1992,510164.0177,510164.0177
Sockeye,FRASER,1992,NA,0
Sockeye,FRASER,1993,1169,1169
Sockeye,FRASER,1993,1184,1184
Sockeye,FRASER,1993,1313.6093,1313.6093
Sockeye,FRASER,1993,2078,2078
Sockeye,FRASER,1993,3250.1808,3250.1808
Sockeye,FRASER,1993,5036.4013,5036.4013
Sockeye,FRASER,1993,7631.3621,7631.3621
Sockeye,FRASER,1993,9052.8825,9052.8825
Sockeye,FRASER,1993,13923.0828,13923.0828
Sockeye,FRASER,1993,18299.9533,18299.9533
Sockeye,FRASER,1993,19760,19760
Sockeye,FRASER,1993,21524.271,21524.271
Sockeye,FRASER,1993,78600.2937,78600.2937
Sockeye,FRASER,1993,87719.5872,87719.5872
Sockeye,FRASER,1993,244268.1288,244268.1288
Sockeye,FRASER,1993,551561.6067,551561.6067
Sockeye,FRASER,1993,679754.8169,679754.8169
Sockeye,FRASER,1993,1799182.291,1799182.291
Sockeye,FRASER,1993,2556111.156,2556111.156
Sockeye,FRASER,1993,NA,0
Sockeye,FRASER,1994,151.3951,151.3951
Sockeye,FRASER,1994,270,270
Sockeye,FRASER,1994,632,632
Sockeye,FRASER,1994,1641.4656,1641.4656
Sockeye,FRASER,1994,1946.5552,1946.5552
Sockeye,FRASER,1994,2648.9826,2648.9826
Sockeye,FRASER,1994,4380,4380
Sockeye,FRASER,1994,5872.479,5872.479
Sockeye,FRASER,1994,5954.141,5954.141
Sockeye,FRASER,1994,9014.148,9014.148
Sockeye,FRASER,1994,9293.3005,9293.3005
Sockeye,FRASER,1994,9334.7,9334.7
Sockeye,FRASER,1994,26898.5072,26898.5072
Sockeye,FRASER,1994,39155.532,39155.532
Sockeye,FRASER,1994,63734.0844,63734.0844
Sockeye,FRASER,1994,74890.6374,74890.6374
Sockeye,FRASER,1994,123065.4418,123065.4418
Sockeye,FRASER,1994,131126.024,131126.024
Sockeye,FRASER,1994,436507.675,436507.675
Sockeye,FRASER,1994,651422.5094,651422.5094
Sockeye,FRASER,1994,1361672.539,1361672.539
Sockeye,FRASER,1994,NA,0
Sockeye,FRASER,1995,106.6954,106.6954
Sockeye,FRASER,1995,1021.28,1021.28
Sockeye,FRASER,1995,1314.6457,1314.6457
Sockeye,FRASER,1995,1840,1840
Sockeye,FRASER,1995,1948.5238,1948.5238
Sockeye,FRASER,1995,4950,4950
Sockeye,FRASER,1995,7058.923,7058.923
Sockeye,FRASER,1995,7289.8875,7289.8875
Sockeye,FRASER,1995,10865.4091,10865.4091
Sockeye,FRASER,1995,16458.4672,16458.4672
Sockeye,FRASER,1995,16647.4126,16647.4126
Sockeye,FRASER,1995,21286.4628,21286.4628
Sockeye,FRASER,1995,27557.6919,27557.6919
Sockeye,FRASER,1995,34362,34362
Sockeye,FRASER,1995,36681.32,36681.32
Sockeye,FRASER,1995,62531.4143,62531.4143
Sockeye,FRASER,1995,87823.7484,87823.7484
Sockeye,FRASER,1995,108242.0267,108242.0267
Sockeye,FRASER,1995,210319.507,210319.507
Sockeye,FRASER,1995,411380.1269,411380.1269
Sockeye,FRASER,1995,507892.6072,507892.6072
Sockeye,FRASER,1995,NA,0
Sockeye,FRASER,1996,75.2,75.2
Sockeye,FRASER,1996,1451.184,1451.184
Sockeye,FRASER,1996,2968.2428,2968.2428
Sockeye,FRASER,1996,3291.4408,3291.4408
Sockeye,FRASER,1996,8146.5664,8146.5664
Sockeye,FRASER,1996,11371.6907,11371.6907
Sockeye,FRASER,1996,13146.3242,13146.3242
Sockeye,FRASER,1996,15302.105,15302.105
Sockeye,FRASER,1996,24810.7853,24810.7853
Sockeye,FRASER,1996,24969.5006,24969.5006
Sockeye,FRASER,1996,28015.6761,28015.6761
Sockeye,FRASER,1996,36338.6254,36338.6254
Sockeye,FRASER,1996,39372.227,39372.227
Sockeye,FRASER,1996,39612.5184,39612.5184
Sockeye,FRASER,1996,46410.9582,46410.9582
Sockeye,FRASER,1996,47927.517,47927.517
Sockeye,FRASER,1996,51550.0944,51550.0944
Sockeye,FRASER,1996,53425.299,53425.299
Sockeye,FRASER,1996,83541.9385,83541.9385
Sockeye,FRASER,1996,309650.1447,309650.1447
Sockeye,FRASER,1996,923666.585,923666.585
Sockeye,FRASER,1996,NA,0
Sockeye,FRASER,1997,30,30
Sockeye,FRASER,1997,281.255,281.255
Sockeye,FRASER,1997,977.3496,977.3496
Sockeye,FRASER,1997,1408.6412,1408.6412
Sockeye,FRASER,1997,1559,1559
Sockeye,FRASER,1997,3765.0633,3765.0633
Sockeye,FRASER,1997,4681.7191,4681.7191
Sockeye,FRASER,1997,4755.1924,4755.1924
Sockeye,FRASER,1997,5024.2878,5024.2878
Sockeye,FRASER,1997,7593.0409,7593.0409
Sockeye,FRASER,1997,8429.483,8429.483
Sockeye,FRASER,1997,8799.166,8799.166
Sockeye,FRASER,1997,9275.0673,9275.0673
Sockeye,FRASER,1997,20933.8464,20933.8464
Sockeye,FRASER,1997,32637.0366,32637.0366
Sockeye,FRASER,1997,47571.4152,47571.4152
Sockeye,FRASER,1997,51692.3666,51692.3666
Sockeye,FRASER,1997,217302.4682,217302.4682
Sockeye,FRASER,1997,795952.7364,795952.7364
Sockeye,FRASER,1997,901632.4124,901632.4124
Sockeye,FRASER,1997,1651326.746,1651326.746
Sockeye,FRASER,1997,NA,0
Sockeye,FRASER,1998,56,56
Sockeye,FRASER,1998,366.68,366.68
Sockeye,FRASER,1998,3543.462,3543.462
Sockeye,FRASER,1998,4408.4784,4408.4784
Sockeye,FRASER,1998,4451.04,4451.04
Sockeye,FRASER,1998,4751,4751
Sockeye,FRASER,1998,5665.7416,5665.7416
Sockeye,FRASER,1998,5929.0941,5929.0941
Sockeye,FRASER,1998,6746.6854,6746.6854
Sockeye,FRASER,1998,8152.9897,8152.9897
Sockeye,FRASER,1998,18351.2226,18351.2226
Sockeye,FRASER,1998,22786.995,22786.995
Sockeye,FRASER,1998,52831.6664,52831.6664
Sockeye,FRASER,1998,66878.7298,66878.7298
Sockeye,FRASER,1998,74504.472,74504.472
Sockeye,FRASER,1998,136116.8757,136116.8757
Sockeye,FRASER,1998,183079.1542,183079.1542
Sockeye,FRASER,1998,282097.7929,282097.7929
Sockeye,FRASER,1998,803415.14,803415.14
Sockeye,FRASER,1998,1041775.807,1041775.807
Sockeye,FRASER,1998,1321774.131,1321774.131
Sockeye,FRASER,1998,NA,0
Sockeye,FRASER,1999,162,162
Sockeye,FRASER,1999,681.9722,681.9722
Sockeye,FRASER,1999,1089.008,1089.008
Sockeye,FRASER,1999,2424.9554,2424.9554
Sockeye,FRASER,1999,2620.763,2620.763
Sockeye,FRASER,1999,4150.5264,4150.5264
Sockeye,FRASER,1999,5543.839,5543.839
Sockeye,FRASER,1999,6676.1114,6676.1114
Sockeye,FRASER,1999,8238,8238
Sockeye,FRASER,1999,8564.1345,8564.1345
Sockeye,FRASER,1999,10020.6306,10020.6306
Sockeye,FRASER,1999,21476.7067,21476.7067
Sockeye,FRASER,1999,22364.7593,22364.7593
Sockeye,FRASER,1999,23087.6474,23087.6474
Sockeye,FRASER,1999,35809.9638,35809.9638
Sockeye,FRASER,1999,47531.6772,47531.6772
Sockeye,FRASER,1999,59398.5622,59398.5622
Sockeye,FRASER,1999,125994.7577,125994.7577
Sockeye,FRASER,1999,174110.2856,174110.2856
Sockeye,FRASER,1999,256499.3308,256499.3308
Sockeye,FRASER,1999,857152.5138,857152.5138
Sockeye,FRASER,1999,NA,0
Sockeye,FRASER,2000,21.75,21.75
Sockeye,FRASER,2000,461.0638,461.0638
Sockeye,FRASER,2000,1182.9618,1182.9618
Sockeye,FRASER,2000,3000,3000
Sockeye,FRASER,2000,4343,4343
Sockeye,FRASER,2000,4860.5983,4860.5983
Sockeye,FRASER,2000,5058.2837,5058.2837
Sockeye,FRASER,2000,8043.3836,8043.3836
Sockeye,FRASER,2000,9595.732,9595.732
Sockeye,FRASER,2000,12480.384,12480.384
Sockeye,FRASER,2000,12922.8912,12922.8912
Sockeye,FRASER,2000,28490.1433,28490.1433
Sockeye,FRASER,2000,36652.6206,36652.6206
Sockeye,FRASER,2000,42215.8838,42215.8838
Sockeye,FRASER,2000,57395.6136,57395.6136
Sockeye,FRASER,2000,62836.048,62836.048
Sockeye,FRASER,2000,79823.9814,79823.9814
Sockeye,FRASER,2000,121489.5149,121489.5149
Sockeye,FRASER,2000,346743.6924,346743.6924
Sockeye,FRASER,2000,441006.0838,441006.0838
Sockeye,FRASER,2000,731770.9122,731770.9122
Sockeye,FRASER,2000,NA,0
Sockeye,FRASER,2001,78.931,78.931
Sockeye,FRASER,2001,1000,1000
Sockeye,FRASER,2001,2845.395,2845.395
Sockeye,FRASER,2001,3728.9404,3728.9404
Sockeye,FRASER,2001,5090.2091,5090.2091
Sockeye,FRASER,2001,5504.9166,5504.9166
Sockeye,FRASER,2001,5647.8715,5647.8715
Sockeye,FRASER,2001,6295.1112,6295.1112
Sockeye,FRASER,2001,9032.0959,9032.0959
Sockeye,FRASER,2001,10487.9254,10487.9254
Sockeye,FRASER,2001,13090.461,13090.461
Sockeye,FRASER,2001,15233.9859,15233.9859
Sockeye,FRASER,2001,26822.9004,26822.9004
Sockeye,FRASER,2001,30015.1528,30015.1528
Sockeye,FRASER,2001,39353.9704,39353.9704
Sockeye,FRASER,2001,43409.87,43409.87
Sockeye,FRASER,2001,129561.3774,129561.3774
Sockeye,FRASER,2001,138039.5853,138039.5853
Sockeye,FRASER,2001,158475.9838,158475.9838
Sockeye,FRASER,2001,338434.2462,338434.2462
Sockeye,FRASER,2001,657102.9917,657102.9917
Sockeye,FRASER,2001,3204416.669,3204416.669
Sockeye,FRASER,2002,560.048,560.048
Sockeye,FRASER,2002,1300,1300
Sockeye,FRASER,2002,1838.2586,1838.2586
Sockeye,FRASER,2002,1901.8384,1901.8384
Sockeye,FRASER,2002,3827.465,3827.465
Sockeye,FRASER,2002,7186.5793,7186.5793
Sockeye,FRASER,2002,7262.647,7262.647
Sockeye,FRASER,2002,8432.355,8432.355
Sockeye,FRASER,2002,14870.7585,14870.7585
Sockeye,FRASER,2002,17755.4754,17755.4754
Sockeye,FRASER,2002,23767.44,23767.44
Sockeye,FRASER,2002,29213.067,29213.067
Sockeye,FRASER,2002,34367.9609,34367.9609
Sockeye,FRASER,2002,41176.4304,41176.4304
Sockeye,FRASER,2002,74794.963,74794.963
Sockeye,FRASER,2002,87977.86,87977.86
Sockeye,FRASER,2002,211677.0321,211677.0321
Sockeye,FRASER,2002,272786.226,272786.226
Sockeye,FRASER,2002,321646.0537,321646.0537
Sockeye,FRASER,2002,381910.9434,381910.9434
Sockeye,FRASER,2002,953836.281,953836.281
Sockeye,FRASER,2002,5334542.957,5334542.957
Sockeye,FRASER,2003,111.8374,111.8374
Sockeye,FRASER,2003,380,380
Sockeye,FRASER,2003,2979.636,2979.636
Sockeye,FRASER,2003,3133.2716,3133.2716
Sockeye,FRASER,2003,4775.004,4775.004
Sockeye,FRASER,2003,4920.0448,4920.0448
Sockeye,FRASER,2003,6076.8,6076.8
Sockeye,FRASER,2003,8109.6966,8109.6966
Sockeye,FRASER,2003,8234.223,8234.223
Sockeye,FRASER,2003,9180.4922,9180.4922
Sockeye,FRASER,2003,9458.684,9458.684
Sockeye,FRASER,2003,10753.722,10753.722
Sockeye,FRASER,2003,12724.2003,12724.2003
Sockeye,FRASER,2003,36367.424,36367.424
Sockeye,FRASER,2003,36558.7948,36558.7948
Sockeye,FRASER,2003,43693.298,43693.298
Sockeye,FRASER,2003,75843.0155,75843.0155
Sockeye,FRASER,2003,77968.0512,77968.0512
Sockeye,FRASER,2003,276328.2833,276328.2833
Sockeye,FRASER,2003,306748.2322,306748.2322
Sockeye,FRASER,2003,364281.3697,364281.3697
Sockeye,FRASER,2003,606556.8691,606556.8691
Sockeye,FRASER,2004,37.6908,37.6908
Sockeye,FRASER,2004,320,320
Sockeye,FRASER,2004,916,916
Sockeye,FRASER,2004,1022.2339,1022.2339
Sockeye,FRASER,2004,1287,1287
Sockeye,FRASER,2004,2087.2566,2087.2566
Sockeye,FRASER,2004,2106,2106
Sockeye,FRASER,2004,2742.9111,2742.9111
Sockeye,FRASER,2004,2994,2994
Sockeye,FRASER,2004,5580.1395,5580.1395
Sockeye,FRASER,2004,8377.1786,8377.1786
Sockeye,FRASER,2004,9072.5738,9072.5738
Sockeye,FRASER,2004,10167.8234,10167.8234
Sockeye,FRASER,2004,19692.183,19692.183
Sockeye,FRASER,2004,22347.9496,22347.9496
Sockeye,FRASER,2004,24377.7936,24377.7936
Sockeye,FRASER,2004,37323.5874,37323.5874
Sockeye,FRASER,2004,39990.9456,39990.9456
Sockeye,FRASER,2004,60094.9062,60094.9062
Sockeye,FRASER,2004,83286.0633,83286.0633
Sockeye,FRASER,2004,86651.262,86651.262
Sockeye,FRASER,2004,90273.0198,90273.0198
Sockeye,FRASER,2005,237.9048,237.9048
Sockeye,FRASER,2005,520,520
Sockeye,FRASER,2005,1730,1730
Sockeye,FRASER,2005,2052.8016,2052.8016
Sockeye,FRASER,2005,3397.67,3397.67
Sockeye,FRASER,2005,4282.48,4282.48
Sockeye,FRASER,2005,4423.573,4423.573
Sockeye,FRASER,2005,7734.7809,7734.7809
Sockeye,FRASER,2005,11991.385,11991.385
Sockeye,FRASER,2005,13616.82,13616.82
Sockeye,FRASER,2005,20853.109,20853.109
Sockeye,FRASER,2005,21796.8822,21796.8822
Sockeye,FRASER,2005,26400.4424,26400.4424
Sockeye,FRASER,2005,42243.084,42243.084
Sockeye,FRASER,2005,53369.2982,53369.2982
Sockeye,FRASER,2005,61029.4292,61029.4292
Sockeye,FRASER,2005,97586.7407,97586.7407
Sockeye,FRASER,2005,174720.5133,174720.5133
Sockeye,FRASER,2005,292825.7285,292825.7285
Sockeye,FRASER,2005,386273.37,386273.37
Sockeye,FRASER,2005,535538.2264,535538.2264
Sockeye,FRASER,2005,881111.1862,881111.1862
Sockeye,FRASER,2006,160.9452,160.9452
Sockeye,FRASER,2006,1045.9895,1045.9895
Sockeye,FRASER,2006,1432.1664,1432.1664
Sockeye,FRASER,2006,1514.6161,1514.6161
Sockeye,FRASER,2006,2055.4736,2055.4736
Sockeye,FRASER,2006,2140,2140
Sockeye,FRASER,2006,5977.6539,5977.6539
Sockeye,FRASER,2006,8015.1399,8015.1399
Sockeye,FRASER,2006,11244.6628,11244.6628
Sockeye,FRASER,2006,17720.757,17720.757
Sockeye,FRASER,2006,21253.2742,21253.2742
Sockeye,FRASER,2006,24076.1648,24076.1648
Sockeye,FRASER,2006,27101.5262,27101.5262
Sockeye,FRASER,2006,32019.2581,32019.2581
Sockeye,FRASER,2006,38466.656,38466.656
Sockeye,FRASER,2006,145702.3911,145702.3911
Sockeye,FRASER,2006,160035.5874,160035.5874
Sockeye,FRASER,2006,168090.741,168090.741
Sockeye,FRASER,2006,231140.7529,231140.7529
Sockeye,FRASER,2006,263474.6592,263474.6592
Sockeye,FRASER,2006,456754.378,456754.378
Sockeye,FRASER,2006,2224510.789,2224510.789
Sockeye,FRASER,2007,176,176
Sockeye,FRASER,2007,233,233
Sockeye,FRASER,2007,1699,1699
Sockeye,FRASER,2007,1722.34,1722.34
Sockeye,FRASER,2007,1923.1455,1923.1455
Sockeye,FRASER,2007,1931.58,1931.58
Sockeye,FRASER,2007,2132.3649,2132.3649
Sockeye,FRASER,2007,3705.8262,3705.8262
Sockeye,FRASER,2007,4277.8528,4277.8528
Sockeye,FRASER,2007,4581.9417,4581.9417
Sockeye,FRASER,2007,8071.4073,8071.4073
Sockeye,FRASER,2007,11182.1236,11182.1236
Sockeye,FRASER,2007,13813.3272,13813.3272
Sockeye,FRASER,2007,17444.1324,17444.1324
Sockeye,FRASER,2007,30527.5438,30527.5438
Sockeye,FRASER,2007,38848.32,38848.32
Sockeye,FRASER,2007,41364.6981,41364.6981
Sockeye,FRASER,2007,56904.8157,56904.8157
Sockeye,FRASER,2007,69945.1033,69945.1033
Sockeye,FRASER,2007,89161.224,89161.224
Sockeye,FRASER,2007,128166.705,128166.705
Sockeye,FRASER,2007,299307.7458,299307.7458
Sockeye,FRASER,2008,46.17,46.17
Sockeye,FRASER,2008,62.9935,62.9935
Sockeye,FRASER,2008,82.0814,82.0814
Sockeye,FRASER,2008,164,164
Sockeye,FRASER,2008,318.2018,318.2018
Sockeye,FRASER,2008,430.392,430.392
Sockeye,FRASER,2008,773.3475,773.3475
Sockeye,FRASER,2008,892.5816,892.5816
Sockeye,FRASER,2008,1160.5711,1160.5711
Sockeye,FRASER,2008,1530.0175,1530.0175
Sockeye,FRASER,2008,3424.6104,3424.6104
Sockeye,FRASER,2008,4214.8904,4214.8904
Sockeye,FRASER,2008,6708.2679,6708.2679
Sockeye,FRASER,2008,7285.2406,7285.2406
Sockeye,FRASER,2008,12012.2179,12012.2179
Sockeye,FRASER,2008,12936.3,12936.3
Sockeye,FRASER,2008,18559.9341,18559.9341
Sockeye,FRASER,2008,26230.6214,26230.6214
Sockeye,FRASER,2008,40412.2242,40412.2242
Sockeye,FRASER,2008,115311.4282,115311.4282
Sockeye,FRASER,2008,131552.8695,131552.8695
Sockeye,FRASER,2008,137964.8469,137964.8469
Sockeye,FRASER,2009,40,40
Sockeye,FRASER,2009,1142.622,1142.622
Sockeye,FRASER,2009,1385.7468,1385.7468
Sockeye,FRASER,2009,1522.3904,1522.3904
Sockeye,FRASER,2009,1544.4603,1544.4603
Sockeye,FRASER,2009,1687.2014,1687.2014
Sockeye,FRASER,2009,5497.5392,5497.5392
Sockeye,FRASER,2009,6008.6261,6008.6261
Sockeye,FRASER,2009,8858.5904,8858.5904
Sockeye,FRASER,2009,9183.1344,9183.1344
Sockeye,FRASER,2009,9758.8616,9758.8616
Sockeye,FRASER,2009,11098.2984,11098.2984
Sockeye,FRASER,2009,26026.362,26026.362
Sockeye,FRASER,2009,27444.6065,27444.6065
Sockeye,FRASER,2009,30649.1784,30649.1784
Sockeye,FRASER,2009,31897.691,31897.691
Sockeye,FRASER,2009,42994.8532,42994.8532
Sockeye,FRASER,2009,53906.8299,53906.8299
Sockeye,FRASER,2009,85847.053,85847.053
Sockeye,FRASER,2009,148132.3219,148132.3219
Sockeye,FRASER,2009,212482.8082,212482.8082
Sockeye,FRASER,2009,287855.77,287855.77
Sockeye,FRASER,2010,673,673
Sockeye,FRASER,2010,965.9755,965.9755
Sockeye,FRASER,2010,2728.6575,2728.6575
Sockeye,FRASER,2010,4607.1,4607.1
Sockeye,FRASER,2010,4805.6942,4805.6942
Sockeye,FRASER,2010,8189.2056,8189.2056
Sockeye,FRASER,2010,9422.4144,9422.4144
Sockeye,FRASER,2010,9888.5864,9888.5864
Sockeye,FRASER,2010,10560.0668,10560.0668
Sockeye,FRASER,2010,15353.1522,15353.1522
Sockeye,FRASER,2010,20475.723,20475.723
Sockeye,FRASER,2010,46135.4573,46135.4573
Sockeye,FRASER,2010,47722.125,47722.125
Sockeye,FRASER,2010,55361.4083,55361.4083
Sockeye,FRASER,2010,73728.6559,73728.6559
Sockeye,FRASER,2010,126014.3555,126014.3555
Sockeye,FRASER,2010,195989.7695,195989.7695
Sockeye,FRASER,2010,235063.7453,235063.7453
Sockeye,FRASER,2010,713378.2488,713378.2488
Sockeye,FRASER,2010,974989.8623,974989.8623
Sockeye,FRASER,2010,2124163.371,2124163.371
Sockeye,FRASER,2010,5525032.098,5525032.098
Sockeye,FRASER,2011,611.4289,611.4289
Sockeye,FRASER,2011,874.848,874.848
Sockeye,FRASER,2011,879.503,879.503
Sockeye,FRASER,2011,1525.4096,1525.4096
Sockeye,FRASER,2011,2027.4782,2027.4782
Sockeye,FRASER,2011,3991.0932,3991.0932
Sockeye,FRASER,2011,4263.744,4263.744
Sockeye,FRASER,2011,4461.5319,4461.5319
Sockeye,FRASER,2011,5728.8,5728.8
Sockeye,FRASER,2011,5954.9473,5954.9473
Sockeye,FRASER,2011,8054.4556,8054.4556
Sockeye,FRASER,2011,8404.902,8404.902
Sockeye,FRASER,2011,31358.8763,31358.8763
Sockeye,FRASER,2011,37806.2074,37806.2074
Sockeye,FRASER,2011,40665.2977,40665.2977
Sockeye,FRASER,2011,51112.9174,51112.9174
Sockeye,FRASER,2011,51590.6759,51590.6759
Sockeye,FRASER,2011,55347.4348,55347.4348
Sockeye,FRASER,2011,90589.5824,90589.5824
Sockeye,FRASER,2011,169371.7254,169371.7254
Sockeye,FRASER,2011,729064.38,729064.38
Sockeye,FRASER,2011,748072.3523,748072.3523
Sockeye,FRASER,2012,11,11
Sockeye,FRASER,2012,25,25
Sockeye,FRASER,2012,59,59
Sockeye,FRASER,2012,100,100
Sockeye,FRASER,2012,198.077,198.077
Sockeye,FRASER,2012,457.0354,457.0354
Sockeye,FRASER,2012,718.9962,718.9962
Sockeye,FRASER,2012,1370.4089,1370.4089
Sockeye,FRASER,2012,1596.6896,1596.6896
Sockeye,FRASER,2012,1649.94,1649.94
Sockeye,FRASER,2012,1778.5368,1778.5368
Sockeye,FRASER,2012,3217.9651,3217.9651
Sockeye,FRASER,2012,6063.1816,6063.1816
Sockeye,FRASER,2012,10713.6012,10713.6012
Sockeye,FRASER,2012,19860.8188,19860.8188
Sockeye,FRASER,2012,29874.14,29874.14
Sockeye,FRASER,2012,57778.2409,57778.2409
Sockeye,FRASER,2012,70272.9544,70272.9544
Sockeye,FRASER,2012,76539.6704,76539.6704
Sockeye,FRASER,2012,78931.424,78931.424
Sockeye,FRASER,2012,122110.7044,122110.7044
Sockeye,FRASER,2012,164106.9048,164106.9048
Sockeye,FRASER,2013,121.1386,121.1386
